,Id,Name,NativeName,Description,MainRuleset,LudiiRuleset,Reference,Origin,DLPGame,PublicGame,knownAliases,Author,Publisher,ProprietaryGame,Credit,SeeAlso,BGGId,OriginPoint,EvidenceRange,WishlistGame,Notes,HelpUs,ForceRulesetInLud,DisableWebApp,ReconstructionDescriptionDone
349,375,Lines of Action,,Lines of Action was invented by Claude Soucie in 1969. It is played on an 8x8 board with twelve pieces per player.,394,394.0,,,0,1,,Claude Soucie,,0,Eric Piette,,3406.0,,"0,5520",0,,0,0,0,0
350,376,Merimueng-rimueng-do,Merimüeng-rimüeng-do,"Merimeueng-rimueng-do is a game from Sumatra that is similar to other hunt games in South and Southeast Asia. It has been played there at least since the beginning of the twentieth century, but is probably older.",395,395.0,Murray 1951: 107,Indonesia,1,1,,,,0,Eric Piette,,,"5°5'42.51""N, 96°48'12.76""E","5406,5406",0,,0,0,0,0
351,377,Pon Chochotl,,Pon Chocotl is a hunt game played by the Pima people in the southwest United States. It seems to be related to hunt games played by the Spanish.,586,396.0,Murray 1951: 99,Southwest United States,1,1,,,,0,Eric Piette,,,"32°6'25.55""N, 111°0'28.36""W","5407,5407",0,,0,0,0,0
352,379,Demala Diviyan Keliya,,"Demala Diviyan Keliya is a hunt game known by many names played throughout South Asia, and documented since the early twentieth century.",397,397.0,Murray 1951: 107.,South Asia,1,1,"Rafaya, Koti Sellama, Pulijudam",,,0,Eric Piette,,36555.0,"17°35'48.4""N, 76°46'7.94""E","5409,5409",0,,0,0,0,0
353,380,Squava,,Squava is a Yavalath variant on a 5x5 board.,398,398.0,,,0,1,,Néstor Romeral Andrés,"<a href=""https://www.nestorgames.com"" target=""_blank"" class=""style1"" style=""color: #0000EE"" />nestorgames</a> (used with permission)",0,Eric Piette,,112745.0,,"0,5520",0,,0,0,0,0
354,381,Coyote,,"Coyote is a game said to have been played in Mexico in the late nineteenth century. It is unknown if it is still played now. It is a hunt game similar to those played around the world, and particularly close to the Spanish game Cercar la Liebre.",583,399.0,Murray 1951: 99.,Mexico? Spain?,1,1,,,,0,Eric Piette,,8172.0,"23°55'37.66""N, 104°14'32.51""W","5398,5398",0,,0,0,0,0
355,382,Cross,,Cross was invented by Cameron Browne in 2008. It is a connection game on a Hex board.,400,400.0,,,0,1,,Cameron Browne,"<a href=""https://www.nestorgames.com"" target=""_blank"" class=""style1"" style=""color: #0000EE"" />nestorgames</a> (used with permission)",0,Eric Piette,,59668.0,,"0,5520",0,,0,0,0,0
356,383,Gol Ekuish,,Gol Ekuish is a game from India with leaping captures like many others in South Asia and beyond. The board consists of seven concentric circles divided by three diameters.,401,401.0,Murray 1951: 71,India,1,1,Gol-skuish,,,0,Eric Piette,,,"23°23'56.45""N, 80°3'40.59""E","5424,5424",0,,0,0,0,0
357,384,Grasshopper,,Grasshopper is a Halma variant played with a draughts set and published in 1948.,402,402.0,,,0,1,,,,0,Eric Piette,,135478.0,,"0,5520",0,,0,0,0,0
358,385,Groups,,Groups was created by Richard Hutnik in 1998. It is a connection game with the goal of creating an orthogonally connected group of six.,403,403.0,,,0,1,,Richard Hutnik,,0,Eric Piette,,30332.0,,"0,5520",0,,0,0,0,0
359,386,Pong Hau K'i,,"Pong Hau K'i is a blocking game documented during the nineteenth century East Asia, but medieval graffiti suggests that it may be even older.",404,404.0,Murray 1951: 92,Asia,1,1,"Horseshoe, On-Moul-Kono, Sua Tok Tong, Do Guti, Well Kono",,,0,Eric Piette,,,"23°7'44.51""N, 113°15'51.35""E","5395,5395",0,,0,0,0,0
360,387,Tawlbwrdd,,"Tawlbwrdd is a game in the tafl family mentioned in Peniarth Manuscript 158, describing a portion of the game as played in Wales during the sixteenth century.",593,405.0,Murray 1951: 62-63,Wales,1,1,,,,0,Eric Piette,,,"53°15'19.21""N, 3°49'22.18""W","5087,5357",0,,0,0,0,0
361,388,Spots,,Spots was created by Cameron Browne for Ludii. It is played on a hexagonal board.,406,406.0,,,0,1,,Cameron Browne,Ludii,0,Eric Piette,,16324.0,,"0,5520",0,,0,0,0,0
362,389,Snowpaque,,Snopaque was creeted from the software AiAi. It is played on a hexagonal board.,407,407.0,,,0,1,,Stephen Tavener,,0,Eric Piette,,,,"0,5520",0,,0,0,0,0
363,390,Ploy,,Ploy was invented by Frank Thibault in 1970. It can be played by two or four players and the goal is to capture the opponent's Commander.,408,408.0,,,0,1,,Frank Thibault,"3M, Dujardin, Grow Jogos e Brinquedos, Schmid",0,Eric Piette,,1591.0,,"0,5520",0,,0,0,0,0
364,392,Picaria,,"Picaria is a game played by the people of Isleta Pueblo in New Mexico in the early twentieth century, but likely to be older. This version is played on a smaller board.",585,587.0,Murray 1951: 42,Southwest United States,1,1,"Pitarilla, Bidaria",,,0,Eric Piette,,,"34°54'28.55""N, 106°41'40.89""W","5407,5407",0,,0,0,0,0
365,393,Dai Hasami Shogi,,Dai Hasami Shogi is a Hasami Shogi variant played with Go pieces.,410,410.0,,Japan,0,1,,,,0,Eric Piette,,38822.0,,"0,5520",0,,0,0,0,0
366,394,Fox and Geese,,"Fox and Geese is a game known from medieval Europe with a complicated history. Many different versions are known, and it spread to many places that encountered Europeans and was adopted in various places with local rules. It is still played today, and it was thought that during the medieval and early modern period it was played by poorer classes of people, at least in England. In general, it is a typical hunt game.",411,411.0,Murray 1951: 101–102,Europe,1,1,"Tods and Lambs, Renard et les Poules, Marelle Quintuple, Lupo e Pecore, Fuchs und Gänse, Hühner, Fuchs im Hünerhof, Schaap en Wolf, Räfspel, Volki Ovtsy",,,0,Eric Piette,,10213.0,"52°33'47.34""N, 0°50'22.85""E","5133,5301",0,,0,0,0,0
367,395,Li'b al-'Aqil,,"Li'b al-'Aqil (""game of the wise"") is a two-row mancala-style board game from Egypt. It allows one player to distribute the counters as they wish, and the opponent to swap the board around if they do not like the result.",412,412.0,Murray 1951: 167.,Egypt,1,1,"Mankala, Leab el-'Akil",,,0,Eric Piette,,,"29°33'32.15""N, 28°57'24.22""E","5336,5336",0,,0,0,0,0
368,396,Castello,,"Invented by Carl Renström in 1971, Castello is a game in which players must capture certain spaces on the board, known as ""castles.""",413,413.0,"Le Livre des Jeux de Pions, Michel Boutin, Page 41",,0,1,,Carl Renström,"Alga, Brio AB",0,Eric Piette,,24896.0,,"0,5520",0,,0,0,0,0
369,397,Press Ups,,Press Ups was invented in 1974 by Yigal Bogoslavski.,414,414.0,,,0,1,"Au Plus Fin, Basis 10, Brain Fight, Drück Fix, Drückfix, Mako 10 sur 10, Touch and Go, Touch Down",Yigal Bogoslavski,Invicta Games Clipper Irwin Toy Ltd. Mako Par,0,Eric Piette,,9929.0,,"0,5520",0,,0,0,0,0
370,398,Kharbaga,,"Kharbaga is a game played in North Africa, and is related to similar games played there that are similar to Alquerque. The board is a five by five grid.",415,415.0,Hamidoun 1952: 68.,North Africa,1,1,,,,0,Eric Piette,,109797.0,"17°14'6.97""N, 7°18'49.98""W","5452,5512",0,,0,0,0,0
371,400,Camelot,,Camelot is a Chess variant invented by George Parker in the late nineteenth century and published by Parker Brothers.,416,416.0,"Le Livre des Jeux de Pions, Michel Boutin, Page 38",,0,1,"Chivalry, Inside Moves",George S. Parker,"The Game Crafter, LLC, John Waddington Ltd.,",0,Eric Piette,,5251.0,,"0,5520",0,,0,0,0,0
372,401,Salta,,Salta was invented by Konrad Heinrich Büttgenbach in 1899. It is related to Halma.,417,417.0,,,0,1,,Konrad Büttgenbach,,0,Eric Piette,,18683.0,,"0,5520",0,,0,0,0,0
373,402,Tic-Tac-Four,,Tic-Tac-Four is a Tic-Tac-Toe variant invented by Matthew Stephenson for Ludii.,418,418.0,,,0,1,,Matthew Stephenson,,0,Matthew Stephenson,,,,"0,5520",0,,0,0,0,0
374,403,Ataxx,,Ataxx is an arcade game invented in 1990 by the Leland Corporation and was originally called Infection.,419,419.0,,,0,1,Infection,"Dave Crummack, Craig Galley","Capcom Co., Ltd., Leland Corporation, Virgin",0,Eric Piette,,91313.0,,"0,5520",0,,0,0,0,0
375,404,Yovodji,,"Yovodji is a game observed in Dahomey during the early twentieth century. It was a game played typically by women, often played during funerals.",420,420.0,,,1,1,,,,0,Eric Piette,,,"7°24'20.71""N, 1°56'18.23""E","5455,5455",0,,0,0,0,0
376,405,Enindji,,"Enindji is a two-row mancala-style board game that was documented in Dahomey in the early twentieth century. It is similar to other games in the region like Oware, but has a unique capture where the owner of the hole, rather than the person sowing, captures the counters.",421,421.0,,Benin,1,1,Eninji,,,0,Eric Piette,,,"12°14'10.53""N, 2°32'20.2""E","5455,5455",0,,0,0,0,0
377,406,Fondji,,"Fondji is a two-row mancala-style board game that was played in Dahomey in the early twentieth century. It is similar to other two-row mancala games from the region, like Oware.",422,422.0,,Benin,1,1,,,,0,Eric Piette,,,"9°20'8.32""N, 1°25'59.29""E","5455,5455",0,,0,0,0,0
378,407,Woli,,Woli is a two-row mancala-style game played in the Senegal Valley of West Africa. It was popular among young married women.,423,423.0,,West Africa,1,1,,,,0,Eric Piette,,,"14°3'30.38""N, 10°52'37.35""W","5455,5455",0,,0,0,0,0
379,408,Manddiare,Manddiaré,"Manddiaré is a two-row mancala-style board game played in Mauritania but women amd young girls. Sometimes boys would play it to get to know girls, but this would not occur in public spaces.",424,424.0,Silva 1995: 235.,Mauritania,1,1,,,,0,Eric Piette,,,"17°32'57.23""N, 14°41'44.57""W","5455,5455",1,,0,0,0,1
380,409,Foji,,Foji is a two-row mancala-style board game oberved in Dahomey during the early twentieth century. It is similar to other two-row mancala games from West Africa.,425,425.0,,Benin,1,1,,,,0,Eric Piette,,,"9°17'12.01""N, 2°31'19.48""E","5455,5455",0,,0,0,0,0
381,410,Kapana Bona,,"Kapana Bona is a two-row mancala-style board game played by the Gourounsi people in West Africa. Instead of being played on a board, the counters are placed in heaps on the ground.",426,426.0,,,1,1,,,,0,Eric Piette,,,"11°5'59.69""N, 2°6'0.54""W","5455,5455",0,,0,0,0,0
382,411,Oure Ngat,Ouré Ngat,"Ouré Ngat is a two-row mancala-style board game played in Senegal during the early twentieth century. It is not typically played on a board; instead, the counters are arranged in heaps on the ground.",427,427.0,,,1,1,Uré Ngat,,,0,Eric Piette,,,"14°45'36.47""N, 17°22'17.61""W","5455,5455",0,,0,0,0,0
383,412,Wore,Wöré,"Wöré was observed in the early twentieth century in St. Louis, Senegal. It was considered a game for women, and in some families it is forbidden for young girls and uncircumcised boys to play it.",428,428.0,,West Africa.,1,1,Weuré,,,0,Eric Piette,,,"16°1'57.36""N, 16°28'54.60""W","5455,5455",0,,0,0,0,0
384,413,Namudilakunze,,Namudilakunze is a four-row mancala-style board game played by the Ba-Ila people of Zambia. It was played there in the early twentieth century.,429,429.0,Murray 1951: 210.,,1,1,Chisolo,,,0,Eric Piette,,,"15°39'47.04""S, 26°0'42.61""E","5420,5420",0,,0,1,0,0
385,414,Mandoli,,Mandoli is a two-row mancala-style game board documented on the island of Hydra in Greece in the early nineteenth century.,430,,Murray 1951: 166.,Greece,1,1,,,,0,Eric Piette,,39491.0,"37°21'22.37""N, 23°32'32.43""E","5310,5310",1,,0,0,0,1
386,415,Mawkar Katiya,,Mawkar Katiya is a two-row mancala-style board game that was played by the Khasi people of India in the early part of the twentieth century.,431,431.0,Murray 1951: 169.,,1,1,,,,0,Eric Piette,,,"25°58'53.41""N, 92°13'40.43""E","5423,5423",0,,0,0,0,0
387,416,Kanji Guti,,Kanji Guti is a two-row mancala-style board game that is played in the Orissa region of India. Is was documented in the early twentieth century.,432,432.0,Murray 1951: 169.,,1,1,,,,0,Eric Piette,,,"19°39'54.42""N, 84°8'37.01""E","5423,5423",0,"The ending condition is impossible to reach when only pieces are in the middle column. Noone can play it and the game is never over. 

The ending condition should be ""The game ends when both players are not able to make a move"". Probably an error in the original manuscrit.",0,0,0,0
388,417,Motiq,,Motiq is a two-row mancala-style board game played by the Kédang people on the island of Lembata in Indonesia. ,433,433.0,,,1,1,,,,0,Eric Piette,,,"8°28'5.79""S, 123°20'21""E","5475,5475",0,,0,0,0,0
389,418,O An Quan,,O An Quan is a two-row mancala-style board game played by children in Vietnam.,434,434.0,,,1,1,,,,0,Eric Piette,,,"15°51'54""N, 107°49'7.7""E","5431,5441",0,,0,0,0,0
390,419,Katra,,Katra is a four-row mancala-style game board played in Madagascar. This version was observed being played by the Sakalava people in the early twentieth century.,435,435.0,,,1,1,,,,0,Eric Piette,,,"18°27'42.37""S, 45°10'55.63""E","5452,5452",0,,0,1,0,0
391,420,Vai Lung Thlan,Vai Lung Thlān,"Vai Lung Thlān is a two-row mancala-style board game played by the Mizo people of India, Bangladesh, and Myanmar.",436,436.0,Murray 1951: 169.,,1,1,,,,0,Eric Piette,,39620.0,"21°9'42.27""N, 93°32'28.18""E","5412,5412",0,,0,0,0,0
392,421,Unnee Tugalluulax,,"Unnee Tugullalax is a two-row mancala-style board game from Mongolia. It is typically played with camel droppings on a board. The game is imbued with the symbolism of the cycle of reproduction of a cow, as a hole fills with counters it progresses along the cycle of reproduction until it has four counters, when the calve is produced and the four counters are captured.",640,437.0,"<a href=""https://mancala.fandom.com/wiki/%C3%9Cnee_Tugalluulax"" target=""_blank"" class=""style1"" style=""color: #0000EE"" />mancala.fandom.com</a>",Mongolia,1,1,Unee Tugaluulax,,,0,Eric Piette,,39619.0,"45°17'55.68""N, 100°18'55.18""E","5474,5474",0,,0,0,0,0
393,422,Bay Khom,Bày Khòm,"Bày Khòm is a two-row mancala-style board game from Cambodia. It was observed in the mid-twentieth century, but it is possible that Khmer texts from the middle ages mention it as ""khbal camuon.""",438,438.0,,Cambodia,1,1,,,,0,Eric Piette,,,"14°0'3.2""N, 104°2'26.02""E","5440,5445",0,,0,0,0,0
394,423,Waurie,,"Waurie is a two-row mancala-style board game from the Cayman Islands. This game does not involve captures, and players attempt to empty their row of holes to win.",439,439.0,"<a href=""https://mancala.fandom.com/wiki/Waurie "" target=""_blank"" class=""style1"" style=""color: #0000EE"" />mancala.fandom.com</a>",Cayman Islands,1,1,Island Wari,,,0,Eric Piette,,189626.0,"19°17'25.57""N, 81°23'10.66""W","5485,5495",0,,0,0,0,0
395,424,Atari Go,,Atari Go is a simplified version of Go where the first person to capture a stone wins.,440,440.0,,,0,1,,,,0,Eric Piette,,,,"0,5520",0,,0,0,0,0
396,425,Conspirateurs,,"Conspirateurs is a game resembling Halma. R.C. Bell claimed that it was invented around the time of the French Revolution, but this may have been speculation.",441,441.0,"Bell, R. C. (1983). ""Conspirators"". The Boardgame Book. Exeter Books. pp. 128–29.",,0,1,Conspirators,,,0,Eric Piette,,60707.0,,"0,5520",0,,0,0,0,0
397,426,Feed the Ducks,,"Feed the Ducks was invented in 2011 by Néstor Romeral Andrés.
It is a game played on a hexagonal board where the goal is to group all of a player's pieces together.",442,442.0,,,0,1,,Néstor Romeral Andrés,"<a href=""https://www.nestorgames.com"" target=""_blank"" class=""style1"" style=""color: #0000EE"" />nestorgames</a> (used with permission)",0,Eric Piette,,112532.0,,"0,5520",0,,0,0,0,0
398,427,HexDame,,HexDame is a Draughts game played on a Hex board invented by Christian Freeling in 1979.,443,443.0,,,0,1,,Christian Freeling,,0,Eric Piette,,24697.0,,"0,5520",0,,0,0,0,0
399,428,L'attaque,,"L'attaque was designed by Hermance Edan in France in 1908, and was an early predecessor of Stratego.",444,444.0,"<a href=""https://boardgamegeek.com/image/3535261/lattaque"" target=""_blank"" class=""style1"" style=""color: #0000EE"" />BGG</a>",France,0,1,,,,0,Eric Piette,,9246.0,,"0,5520",0,,0,0,0,0
400,429,Manalath,,Manalath was invented in 2012 by Dieter Stein and Néstor Romeral Andrés. It is a Yavalath-like game in which the players must create a group of five without first making a group of four.,445,445.0,,,0,1,,Dieter Stein Néstor Romeral Andrés,"<a href=""https://www.nestorgames.com"" target=""_blank"" class=""style1"" style=""color: #0000EE"" />nestorgames</a> (used with permission)",0,Eric Piette,,127993.0,,"0,5520",0,,0,0,0,0
401,430,Odd,,Odd was invented in 2007 by Nick Bentley. It is played on a hexagonal board.,446,446.0,,,0,1,Dustin,Nick Bentley,,0,Eric Piette,,28527.0,,"0,5520",0,,0,0,0,0
402,431,Omega,,Omega was invented by Néstor Romeral Andrés in 2010. It is described as a cross between Hex and Go.,447,447.0,,,0,1,,Néstor Romeral Andrés,"<a href=""https://www.nestorgames.com"" target=""_blank"" class=""style1"" style=""color: #0000EE"" />nestorgames</a> (used with permission)",0,Eric Piette,,81588.0,,"0,5520",0,,0,0,0,0
403,432,Pentalath,,"Pentalath was invented by Cameron Browne in 2009. It is a connection game with the goal of creating a group of five in a row, but with complications.",448,448.0,,,0,1,,Cameron Browne,"<a href=""https://www.nestorgames.com"" target=""_blank"" class=""style1"" style=""color: #0000EE"" />nestorgames</a> (used with permission)",0,Eric Piette,,51401.0,,"0,5520",0,,0,0,0,0
404,433,Quantum Leap,,Quantum Leap was invented in 2013 by Néstor Romeral Andrés. It can be played on a hexagonal grid of any size.,449,449.0,,,0,1,,Néstor Romeral Andrés,"<a href=""https://www.nestorgames.com"" target=""_blank"" class=""style1"" style=""color: #0000EE"" />nestorgames</a> (used with permission)",0,Eric Piette,,140782.0,,"0,5520",0,,0,0,0,0
405,434,Spline,,Spline was invented in 2011 by Néstor Romeral Andrés. It is a game of alignment in which marbles are stacked on top of one another.,450,450.0,,,0,1,,Néstor Romeral Andrés,"<a href=""https://www.nestorgames.com"" target=""_blank"" class=""style1"" style=""color: #0000EE"" />nestorgames</a> (used with permission)",0,Eric Piette,,93164.0,,"0,5520",0,,0,0,0,0
406,435,Susan,,Susan was invented by Stephem Linhart in 1991. It is played on a hexagonal board.,451,451.0,,,0,1,,Stephen Linhart,,0,Eric Piette,,26135.0,,"0,5520",0,,0,0,0,0
407,436,Yavalade,,Yavalade was invented in 2012 by Néstor Romeral Andrés. It is a derivative of Yavalath.,452,452.0,,,0,1,,Néstor Romeral Andrés,"<a href=""https://www.nestorgames.com"" target=""_blank"" class=""style1"" style=""color: #0000EE"" />nestorgames</a> (used with permission)",0,Eric Piette,,126644.0,,"0,5520",0,,0,0,0,0
408,437,Yavalanchor,,Yavanalanchor is a Yavalath derivative invented by Néstor Romeral Andrés in 2012.,453,453.0,,,0,1,,Néstor Romeral Andrés,"<a href=""https://www.nestorgames.com"" target=""_blank"" class=""style1"" style=""color: #0000EE"" />nestorgames</a> (used with permission)",0,Eric Piette,,126653.0,,"0,5520",0,,0,0,0,0
409,438,Manzhouqi,Mǎnzhōuqí,"Manzhouqi is a game described by Xu Ke, a Qing Dynasty historian, who sayus it was played in Manchuria. It is similar to Xiangqi, and each player plays with different pieces.",454,454.0,,Manchuria,1,1,,,,0,Eric Piette,,,"48°52'30.5""N, 134°9'15.51""E","5369,5412",0,,0,0,0,0
410,439,Chess Puzzle,,"In this Chess Puzzle, you must checkmate the black king with the smallest number of moves possible with the white pieces.",455,455.0,,,0,1,,,,0,Eric Piette,,,,"0,5520",0,,0,0,0,0
411,440,Shogi Puzzle,,"Shogi puzzles are known in some of the earliest texts about the game. The are similar to Chess puzzles, where players are given a scenario on the Shogi board to solve.",456,456.0,"Glance Shogi Series, Ending Attack at a Glance, Madoka Kitao",,0,1,,,,0,Eric Piette,,,,"0,5520",0,,0,0,0,0
412,441,Maharajah Chess,,Maharajah Chess is a Chess variant known since the nineteenth century.,457,457.0,,India,0,1,"Maharajah and the Sepoys, Shatranj Diwana Shah, Mad King's Game",,,0,Eric Piette,,34317.0,,"0,5520",0,,0,0,0,0
413,442,Amazon Chess,,"Amazon Chess is a version of Chess where the queen also has the movement ability of a Chess knight. The queen is known instead as an ""amazon.""",458,458.0,,,0,1,,,,0,Eric Piette,,,,"0,5520",0,,0,0,0,0
414,443,Safe Passage,,"Safe Passage is a Chess puzzle created by Matthew Stephenson, inspired by the Safe Passage puzzle created by Karen Robinson.",459,459.0,,,0,1,,Matthew Stephenson,,0,,,,,"0,5520",0,,0,0,0,0
415,444,Horde Chess,,Horde Chess is a Chess variant in which one player plays with a standard set of pieces and the other plays with 32 pawns.,460,460.0,,,0,1,,,,0,Eric Piette,,,,"0,5520",0,,0,0,0,0
416,445,Loop Chess,,Loop Chess is a Chess variant that borrows incorporates the reintroduction of captured pieces into Chess.,461,461.0,,,0,1,,,,0,Eric Piette,,,,"0,5520",0,,0,0,0,0
417,446,Los Alamos Chess,,Los Alamos Chess is a Chess variant played on a 6x6 board without bishops. It was the first Chess game played by a computer program at the Los Alamos Scientific Laboratory in 1956.,462,462.0,,,0,1,Anti-clerical Chess,Paul Stein and Mark Wells,,0,Eric Piette,,43712.0,,"0,5520",0,,0,0,0,0
418,448,Minishogi,,Minishogi was invented in 1970 by Shigenobu Kusumoto. It is a Shogi variant with fewer pieces nd played on a 5x5 board.,463,463.0,,Japan,0,1,,Shigenobu Kusumoto,,0,Eric Piette,,28389.0,,"0,5520",0,,0,0,0,0
419,449,Taikyoku Shogi,,"Taikyoku Shogi is the largest known Shogi variant, with 804 total pieces on the board. It is first documented in Japan in the Shogi Zushiki, which is reportedly from the seventeenth century.",464,464.0,,Japan,1,1,,,,0,Eric Piette,,91365.0,"36°7'22.73""N, 139°25'50.35""E","5103,5368",0,,0,0,0,0
420,450,Janggi,,"Janggi is played in Korea and is very similar to other games derived from Indian Chaturanga throughout East Asia. It is very popular in Korea, and international tournaments are becoming more popular.",465,465.0,Murray 1913: 134–137,Korea,1,1,"Korean Chess, Tjyang-keui, Changgi, Jangki",,,0,Eric Piette,,5400.0,"34°39'16.61""N, 127°15'49.38""E","5395,5395",0,,0,0,0,0
421,451,Chameleon,,"Invented by Randy Cox and Bill Taylor, Chameleon is a Hex variant",466,466.0,"C. Browne (2005), Connection Games: Variations on a Theme, AK Peters, Massachusetts (ISBN 1568812248).",,0,1,,"Randy Cox (I), Bill Taylor",,0,Eric Piette,,17576.0,,"0,5520",0,,0,0,0,0
422,452,Gonnect,,"Gonnect was invented by João Pedro Neto in 2000. It is played with a Go board and pieces, with the goal of creating a group that connects two opposite sides of the board.",467,467.0,,,0,1,,João Pedro Neto,,0,Eric Piette,,12146.0,,"0,5520",0,,0,0,0,0
423,453,Kaooa,,"Kaooa is a hunt game documented in the early twentieth century in India, but it is probably much older, as graffiti with the pattern of the board have been found at sites such as medieval Vijayanagara.",468,468.0,Murray 1951: 112,India,1,1,,,,0,Eric Piette,,,"23°23'56.45""N, 80°3'40.59""E","5424,5424",0,,0,0,0,0
424,458,EinStein Wurfelt Nicht,EinStein Würfelt Nicht,"EinStein Würfelt Nicht! (Einstein does not play dice) is a board game, designed by Ingo Althöfer, a professor of applied mathematics in Jena, Germany. It was the official game of an exhibition about Einstein in Germany during the Einstein Year (2005).

The name of the game in German has a double meaning. It is a play on Einstein's famous quote ""I am convinced that He (God) does not play dice"" and also refers to the fact that when a player has only one cube (ein Stein) remaining, they no longer need to ""play dice"", and may simply move the cube.",472,472.0,,,0,1,,Ingo Althöfer,3-Hirn-Verlag,0,Eric Piette,,18699.0,,"0,5520",0,,0,0,0,0
425,475,Frisian Draughts,,"Frisian Draughts is a game from the Draughts/Checkers family that was particularly popular in Friesland, in the Netherlands.",489,489.0,,Netherlands,1,1,Molkwerums Dams,,,0,A. Sambruni and Eric Piette,,,"52°54'2.01""N, 5°23'56.03""E","5225,5225",0,,0,1,0,0
426,478,Dice Shogi,,Dice Shogi is a recently invented Shogi variant. It is essentially Mini Shogi played with dice determining the players' moves.,492,492.0,"<a href=""http://minerva.cs.uec.ac.jp/cgi-bin/uec55shogi/wiki.cgi?page=The+Rule+of+Dice%2DShogi"" target=""_blank"" class=""style1"" style=""color: #0000EE"" />minerva.cs.uec.ac.jp</a>",,0,1,,,,0,Eric Piette,,,,"0,5520",0,,0,0,0,0
427,479,Domineering,,"Domineering is a mathematical game, typically played on a sheet of paper with a grid, and with dominoes. Players take turns placing dominoes until one can no longer play.",493,493.0,"<a href=""https://en.wikipedia.org/wiki/Domineering"" target=""_blank"" class=""style1"" style=""color: #0000EE"" />Wikipedia</a>",,0,1,"Stop Gate, Crosscram",,,0,Eric Piette,,7450.0,,"0,5520",0,,0,0,1,0
428,507,Hyvn aetter Hare,Hyvn ætter Hare,"Hyvn ætter Hare is a blackade game played on Funen Island in Denmark. One player plays as the hare, and the other as three hounds, which attempt to trap the hare. ",521,521.0,Michaelsen 2014: 204.,Scandinavia,1,1,,,,0,Eric Piette,,,"55°19'51.07""N, 10°3'17.28""E","5360,5360",0,,0,0,0,0
429,509,Len Choa,,"Len Choa is a game that was documented from Thailand in the early nineteenth century. It was incompletely described, but it appears to be similar to hunt games popular in South and Southeast Asia.",523,523.0,Murray 1951: 106.,,1,1,,,,0,Eric Piette,,25918.0,"15°56'17.42""N, 105°20'8.71""E","5336,5336",1,,0,0,0,1
430,517,Ho-Bag Gonu,,"Ho-Bag Gonu is a Korean game with an uncertain history. It is a blockade game, similar to others found throughout Asia.",573,573.0,,,0,1,,,,0,Eric Piette,,,,"0,5520",0,,0,0,0,0
431,518,NoGo,,"NoGo is a combinatorial game for two players: Black and White. It's played on the intersections (points) of an initially empty square or rectangular board. Board sizes bigger than 9x9 are not recommended. 6x7 boards have been used in some human matches.

NoGo takes the Go concepts of group and liberty and uses them in the most minimalistic possible way. The resulting game, with no captures, no cycles and no scoring, is no rival for Go, but remains a fertile ground for tactical challenges in the Dots and Boxes style.",580,580.0,,,0,1,,John Moore (II),,0,Eric Piette,,151419.0,,"0,5520",0,,0,0,0,0
432,519,Trax,,Trax is a two player abstract strategy game of loops and lines. It can be played on any flat surface (no board). The square tiles have straights on one side and curves on the other.,545,545.0,,,0,1,,David L. Smith,Bandai,0,Eric Piette,,748.0,,"0,5520",0,,0,0,1,0
433,520,Pushing Me XO,,"Pushing Me XO, a strategic game for brain training while playing to find the ways to connect and creates the line with cubes to win the game in horizontally, vertically or diagonal.",547,547.0,,,0,1,,,BSiri Games & Puzzles,0,Eric Piette,,,,"0,5520",0,,0,0,0,0
434,521,Symbol S.2,,Game created by Ludii team as a test.,595,595.0,,,0,1,,,,0,Eric Piette,,,,"0,5520",0,,0,0,0,0
435,522,Kensington,,"Kensington is an abstract strategy board game devised by Brian Taylor and Peter Forbes in 1979, named after London's Kensington Gardens, which contains the mosaic upon which the gameboard is patterned. It is played on a geometrical board based on the rhombitrihexagonal tiling pattern.",548,548.0,,,0,1,,Brian Taylor and Peter Forbes,,0,Eric Piette,,2197.0,,"0,5520",0,,0,0,0,0
436,523,Lotus,,,550,550.0,,,0,1,,Christian Freeling,,0,Eric Piette,,2348.0,,"0,5520",0,,0,0,0,0
437,524,Capture the Queen,,,549,549.0,,,0,1,,,,0,Eric Piette,,,,"0,5520",0,,0,0,0,0
438,525,Chex,,,551,551.0,,,0,1,Chess Cards,David L. Smith,IQ Products,0,Eric Piette,,13042.0,,"0,5520",0,,0,0,1,0
439,526,Social Distance Chess,,"Social Distance Chess was inspired by the COVID-19 pandemic, during which many of the games in Ludii were implemented. It models social distancing principles in a Chess-like game.",552,552.0,,"Maastricht, the Netherlands",0,1,,Cameron Browne and Walter Crist,,0,Cameron Browne and Eric Piette,,,,"0,5520",0,,0,0,0,0
440,528,Boseog Gonu,,Boseog Gonu is a Korean game of capture of uncertain history.,594,594.0,"<a href=""http://www.nol2i.com/s_5/s_51/bosuk-2.htm"" target=""_blank"" class=""style1"" style=""color: #0000EE"" />nol2i</a>",,0,1,,,,0,Eric Piette,,,,"0,5520",0,,0,0,0,0
